transaction_id,transaction_date,year,month,week_of_year,day_of_week,market,state,product,category,vendor,quantity,unit_price,avg_price,total_amount,price_diff,price_diff_pct,price_category,week_start_date
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,2825.0,13365.0,-152.0,-5.380530973451327,Low,2024-01-22
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,3282.5,13365.0,-609.5,-18.56816450875857,Low,2024-01-22
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,2401.0,13365.0,272.0,11.328613077884214,Low,2024-01-22
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,5429.0,13365.0,-2756.0,-50.764413335789285,Low,2024-01-22
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,4074.0,13365.0,-1401.0,-34.38880706921944,Low,2024-01-22
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,2408.0,13365.0,265.0,11.00498338870432,Low,2024-01-22
TXN0004,2024-01-25,2024,1,4,Thursday,Bodija,Oyo,Garri White,Grains,Mr Ade,5.0,2673.0,2856.0,13365.0,-183.0,-6.4075630252100835,Low,2024-01-22
TXN0005,2024-01-02,2024,1,1,Tuesday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,5.0,6345.0,4643.0,31725.0,1702.0,36.657333620503984,Low,2024-01-01
TXN0005,2024-01-02,2024,1,1,Tuesday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,5.0,6345.0,3027.0,31725.0,3318.0,109.61347869177402,Low,2024-01-01
TXN0005,2024-01-02,2024,1,1,Tuesday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,5.0,6345.0,2959.0,31725.0,3386.0,114.43055086177762,Low,2024-01-01
TXN0005,2024-01-02,2024,1,1,Tuesday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,5.0,6345.0,1597.0,31725.0,4748.0,297.3074514715091,Low,2024-01-01
TXN0005,2024-01-02,2024,1,1,Tuesday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,5.0,6345.0,1504.0,31725.0,4841.0,321.875,Low,2024-01-01
TXN0005,2024-01-02,2024,1,1,Tuesday,Balogun,Lagos,Garri White,Grains,Alhaji Musa,5.0,6345.0,2695.0,31725.0,3650.0,135.43599257884972,Low,2024-01-01
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,79788.0,,613.0,0.7682859577881386,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,79566.0,,835.0,1.0494432295201468,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,77509.0,,2892.0,3.7311796049491024,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,79235.0,,1166.0,1.471571906354515,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,77776.0,,2625.0,3.375077144620448,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,79716.0,,685.0,0.8593005168347634,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,79613.0,,788.0,0.989788099933428,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,77834.0,,2567.0,3.2980445563635428,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,76677.0,,3724.0,4.856736700705557,Premium,2024-01-15
TXN0006,2024-01-20,2024,1,3,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Mama Ngozi,,80401.0,78076.0,,2325.0,2.9778677186331266,Premium,2024-01-15
TXN0007,2024-01-28,2024,1,4,Sunday,Balogun,Lagos,Rice 50Kg,Grains,Mr Ade,2.0,78370.0,77800.0,156740.0,570.0,0.7326478149100257,Premium,2024-01-22
TXN0007,2024-01-28,2024,1,4,Sunday,Balogun,Lagos,Rice 50Kg,Grains,Mr Ade,2.0,78370.0,78973.0,156740.0,-603.0,-0.7635521000848391,Premium,2024-01-22
TXN0007,2024-01-28,2024,1,4,Sunday,Balogun,Lagos,Rice 50Kg,Grains,Mr Ade,2.0,78370.0,79266.0,156740.0,-896.0,-1.1303711553503393,Premium,2024-01-22
TXN0008,2024-01-07,2024,1,1,Sunday,Ogbete,Enugu,Palm Oil 25L,Oil,Alhaji Musa,5.0,34832.0,34832.0,174160.0,0.0,0.0,High,2024-01-01
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,4037.0,12172.0,2049.0,50.7555115184543,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,4816.0,12172.0,1270.0,26.37043189368771,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,2642.0,12172.0,3444.0,130.35579106737322,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,5651.0,12172.0,435.0,7.697752610157495,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,5986.0,12172.0,100.0,1.670564650851988,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,2970.0,12172.0,3116.0,104.91582491582491,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,2236.0,12172.0,3850.0,172.1824686940966,Low,2024-01-29
TXN0009,2024-01-30,2024,1,5,Tuesday,Wuse,Abuja,Beans Brown,Grains,Mama Ngozi,2.0,6086.0,3187.0,12172.0,2899.0,90.96328835895827,Low,2024-01-29
TXN0010,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,2.0,76262.0,79484.0,152524.0,-3222.0,-4.053646016808414,Premium,2024-01-08
TXN0010,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,2.0,76262.0,78909.0,152524.0,-2647.0,-3.354496952185429,Premium,2024-01-08
TXN0010,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,2.0,76262.0,81253.0,152524.0,-4991.0,-6.142542429202614,Premium,2024-01-08
TXN0010,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,2.0,76262.0,77109.0,152524.0,-847.0,-1.0984450582941032,Premium,2024-01-08
TXN0010,2024-01-13,2024,1,2,Saturday,Ogbete,Enugu,Rice 50Kg,Grains,Mrs Okeke,2.0,76262.0,77894.0,152524.0,-1632.0,-2.0951549541684855,Premium,2024-01-08
TXN0011,2024-01-05,2024,1,1,Friday,Wuse,Abuja,Palm Oil 25L,Oil,Mrs Okeke,10.0,37258.0,37258.0,372580.0,0.0,0.0,High,2024-01-01
TXN0012,2024-01-05,2024,1,1,Friday,Bodija,Oyo,Palm Oil 25L,Oil,Alhaji Musa,5.0,35796.0,35796.0,178980.0,0.0,0.0,High,2024-01-01
TXN0013,2024-01-13,2024,1,2,Saturday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,2.0,5658.0,2456.0,11316.0,3202.0,130.37459283387622,Low,2024-01-08
TXN0013,2024-01-13,2024,1,2,Saturday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,2.0,5658.0,2010.0,11316.0,3648.0,181.49253731343285,Low,2024-01-08
TXN0013,2024-01-13,2024,1,2,Saturday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,2.0,5658.0,5748.0,11316.0,-90.0,-1.5657620041753653,Low,2024-01-08
TXN0013,2024-01-13,2024,1,2,Saturday,Balogun,Lagos,Beans Brown,Grains,Mrs Okeke,2.0,5658.0,4561.0,11316.0,1097.0,24.05174303880728,Low,2024-01-08
TXN0014,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mama Ngozi,,80185.0,77229.0,,2956.0,3.827577723394062,Premium,2024-01-08
TXN0014,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mama Ngozi,,80185.0,80287.0,,-102.0,-0.12704422882907568,Premium,2024-01-08
TXN0014,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mama Ngozi,,80185.0,79646.0,,539.0,0.6767445948321322,Premium,2024-01-08
TXN0014,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mama Ngozi,,80185.0,79549.0,,636.0,0.7995072219638211,Premium,2024-01-08
TXN0014,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mama Ngozi,,80185.0,79454.0,,731.0,0.9200291992851211,Premium,2024-01-08
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,79788.0,400500.0,312.0,0.3910362460520379,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,79566.0,400500.0,534.0,0.6711409395973155,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,77509.0,400500.0,2591.0,3.342837605955437,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,79235.0,400500.0,865.0,1.091689278727835,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,77776.0,400500.0,2324.0,2.98806829870397,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,79716.0,400500.0,384.0,0.4817100707511667,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,79613.0,400500.0,487.0,0.6117091429791617,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,77834.0,400500.0,2266.0,2.9113241000077084,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,76677.0,400500.0,3423.0,4.464180914746273,Premium,2024-01-15
TXN0015,2024-01-17,2024,1,3,Wednesday,Bodija,Oyo,Rice 50Kg,Grains,Mrs Okeke,5.0,80100.0,78076.0,400500.0,2024.0,2.592345919360623,Premium,2024-01-15
TXN0016,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Beans Brown,Grains,Mrs Okeke,5.0,3523.0,3098.0,17615.0,425.0,13.718528082633958,Low,2024-01-22
TXN0016,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Beans Brown,Grains,Mrs Okeke,5.0,3523.0,1936.0,17615.0,1587.0,81.97314049586777,Low,2024-01-22
TXN0016,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Beans Brown,Grains,Mrs Okeke,5.0,3523.0,5407.0,17615.0,-1884.0,-34.84372110227483,Low,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,80601.0,78973.0,-1628.0,-2.0198260567486757,Premium,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,78749.0,78973.0,224.0,0.2844480564832569,Premium,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,81227.0,78973.0,-2254.0,-2.7749393674517098,Premium,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,77921.0,78973.0,1052.0,1.3500853428472428,Premium,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,79162.0,78973.0,-189.0,-0.23875091584346025,Premium,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,81090.0,78973.0,-2117.0,-2.6106794919225553,Premium,2024-01-22
TXN0017,2024-01-27,2024,1,4,Saturday,Bodija,Oyo,Rice 50Kg,Grains,Alhaji Musa,1.0,78973.0,82298.0,78973.0,-3325.0,-4.0401953874942285,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,77624.0,81981.0,4357.0,5.61295475626095,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,82343.0,81981.0,-362.0,-0.43962449752863025,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,78925.0,81981.0,3056.0,3.8720304086157746,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,79879.0,81981.0,2102.0,2.6314801136719286,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,80478.0,81981.0,1503.0,1.867591142921047,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,79981.0,81981.0,2000.0,2.5005938910491246,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,76253.0,81981.0,5728.0,7.511835599910824,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,80168.0,81981.0,1813.0,2.261500848218741,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,75776.0,81981.0,6205.0,8.188608530405405,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,81084.0,81981.0,897.0,1.106260174633713,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,76909.0,81981.0,5072.0,6.594806849653486,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,79165.0,81981.0,2816.0,3.557127518474073,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,78478.0,81981.0,3503.0,4.46367134738398,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,77596.0,81981.0,4385.0,5.651064487860199,Premium,2024-01-22
TXN0018,2024-01-25,2024,1,4,Thursday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,81981.0,78485.0,81981.0,3496.0,4.45435433522329,Premium,2024-01-22
TXN0019,2024-01-14,2024,1,2,Sunday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,5.0,6522.0,4302.5,32610.0,2219.5,51.5862870424172,Low,2024-01-08
TXN0019,2024-01-14,2024,1,2,Sunday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,5.0,6522.0,3527.0,32610.0,2995.0,84.91635951233343,Low,2024-01-08
TXN0019,2024-01-14,2024,1,2,Sunday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,5.0,6522.0,5822.0,32610.0,700.0,12.02335967021642,Low,2024-01-08
TXN0019,2024-01-14,2024,1,2,Sunday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,5.0,6522.0,2602.0,32610.0,3920.0,150.6533435818601,Low,2024-01-08
TXN0019,2024-01-14,2024,1,2,Sunday,Bodija,Oyo,Beans Brown,Grains,Mama Ngozi,5.0,6522.0,2333.0,32610.0,4189.0,179.55422203171884,Low,2024-01-08
TXN0020,2024-01-15,2024,1,3,Monday,Ogbete,Enugu,Palm Oil 25L,Oil,Alhaji Musa,5.0,37588.0,37588.0,187940.0,0.0,0.0,High,2024-01-15
TXN0022,2024-01-08,2024,1,2,Monday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,,78875.0,,,,,2024-01-08
TXN0022,2024-01-08,2024,1,2,Monday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,,78980.0,,,,,2024-01-08
TXN0022,2024-01-08,2024,1,2,Monday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,,79808.0,,,,,2024-01-08
TXN0022,2024-01-08,2024,1,2,Monday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,,80238.0,,,,,2024-01-08
TXN0022,2024-01-08,2024,1,2,Monday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,,77935.0,,,,,2024-01-08
TXN0022,2024-01-08,2024,1,2,Monday,Wuse,Abuja,Rice 50Kg,Grains,Mama Ngozi,1.0,,78071.0,,,,,2024-01-08
TXN0024,2024-01-02,2024,1,1,Tuesday,Ogbete,Enugu,Palm Oil 25L,Oil,Alhaji Musa,10.0,37825.0,37825.0,378250.0,0.0,0.0,High,2024-01-01
TXN0025,2024-01-07,2024,1,1,Sunday,Balogun,Lagos,Palm Oil 25L,Oil,Mr Ade,5.0,34895.0,34895.0,174475.0,0.0,0.0,High,2024-01-01
TXN0026,2024-01-03,2024,1,1,Wednesday,Wuse,Abuja,Garri White,Grains,Alhaji Musa,10.0,3546.0,1757.0,35460.0,1789.0,101.82128628343767,Low,2024-01-01
TXN0027,2024-01-16,2024,1,3,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Alhaji Musa,1.0,77936.0,82211.0,77936.0,-4275.0,-5.200034058702607,Premium,2024-01-15
TXN0027,2024-01-16,2024,1,3,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Alhaji Musa,1.0,77936.0,77534.0,77936.0,402.0,0.5184822142543917,Premium,2024-01-15
TXN0027,2024-01-16,2024,1,3,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Alhaji Musa,1.0,77936.0,79813.0,77936.0,-1877.0,-2.3517472091012745,Premium,2024-01-15
TXN0027,2024-01-16,2024,1,3,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Alhaji Musa,1.0,77936.0,76361.0,77936.0,1575.0,2.062571207815508,Premium,2024-01-15
TXN0027,2024-01-16,2024,1,3,Tuesday,Balogun,Lagos,Rice 50Kg,Grains,Alhaji Musa,1.0,77936.0,81737.0,77936.0,-3801.0,-4.6502807785947615,Premium,2024-01-15
TXN0028,2024-01-26,2024,1,4,Friday,Wuse,Abuja,Palm Oil 25L,Oil,Mr Ade,1.0,37198.0,37198.0,37198.0,0.0,0.0,High,2024-01-22
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,2229.0,9260.0,2401.0,107.71646478241364,Low,2024-01-01
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,4302.5,9260.0,327.5,7.611853573503777,Low,2024-01-01
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,3734.0,9260.0,896.0,23.99571505088377,Low,2024-01-01
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,6326.0,9260.0,-1696.0,-26.809990515333542,Low,2024-01-01
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,5871.0,9260.0,-1241.0,-21.13779594617612,Low,2024-01-01
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,4314.0,9260.0,316.0,7.324988409828466,Low,2024-01-01
TXN0029,2024-01-02,2024,1,1,Tuesday,Bodija,Oyo,Beans Brown,Grains,Alhaji Musa,2.0,4630.0,5460.0,9260.0,-830.0,-15.2014652014652,Low,2024-01-01
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,79615.0,80785.0,1170.0,1.4695723167744772,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,81457.0,80785.0,-672.0,-0.8249751402580503,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,80318.0,80785.0,467.0,0.5814387808461366,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,81486.0,80785.0,-701.0,-0.8602704759099723,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,79657.0,80785.0,1128.0,1.4160714061538848,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,80092.0,80785.0,693.0,0.8652549567996803,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,79561.0,80785.0,1224.0,1.5384422015811767,Premium,2024-01-29
TXN0030,2024-01-30,2024,1,5,Tuesday,Ogbete,Enugu,Rice 50Kg,Grains,Alhaji Musa,1.0,80785.0,78382.0,80785.0,2403.0,3.065754892704958,Premium,2024-01-29
TXN0031,2024-01-28,2024,1,4,Sunday,Balogun,Lagos,Beans Brown,Grains,Mama Ngozi,1.0,,6699.0,,,,,2024-01-22
TXN0031,2024-01-28,2024,1,4,Sunday,Balogun,Lagos,Beans Brown,Grains,Mama Ngozi,1.0,,5447.0,,,,,2024-01-22
TXN0032,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mrs Okeke,10.0,82781.0,77229.0,827810.0,5552.0,7.1890093099742325,Premium,2024-01-08
TXN0032,2024-01-11,2024,1,2,Thursday,Balogun,Lagos,Rice 50Kg,Grains,Mrs Okeke,10.0,82781.0,80287.0,827810.0,2494.0,3.1063559480364193,Premium,2024-01-08
